payor_plan,variant_count,row_count
ADVANTRA RX PREMIER (MS),1,1
ADVANTRA RX PREMIER (NC),1,1
ADVANTRA RX PREMIER (NJ),1,1
ADVANTRA RX PREMIER (NV),1,1
ADVANTRA RX PREMIER (OH),1,1
ADVANTRA RX PREMIER (OK),1,1
ADVANTRA RX PREMIER (PA),1,1
ADVANTRA RX PREMIER PLUS GENERAL,1,1
ADVANTRA RX PREMIER (TN),1,1
ADVANTRA RX PREMIER (TX),1,1
ADVANTRA RX PREMIER (WI),1,1
ADVANTRA RX VALUE (AL),1,1
ADVANTRA RX VALUE (AZ),1,1
ADVANTRA RX VALUE (CO),1,1
ADVANTRA RX VALUE (FL),1,1
ADVANTRA RX VALUE (GA),1,1
ADVANTRA RX VALUE GENERAL,1,1
ADVANTRA RX VALUE (IA),1,1
ADVANTRA RX VALUE (ID),1,1
ADVANTRA RX VALUE (IL),1,1
ADVANTRA RX VALUE (IN),1,1
ADVANTRA RX VALUE (KY),1,1
ADVANTRA RX VALUE (LA),1,1
ADVANTRA RX VALUE (MI),1,1
ADVANTRA RX VALUE (MS),1,1
ADVANTRA RX VALUE (NC),1,1
ADVANTRA RX VALUE (ND),1,1
ADVANTRA RX VALUE (NJ),1,1
ADVANTRA RX VALUE (NY),1,1
ADVANTRA RX VALUE (OH),1,1
ADVANTRA RX VALUE (OK),1,1
ADVANTRA RX VALUE (WA),1,1
ADVANTRA RX VALUE (WI),1,1
ADVANTRA X-TRA MEDICARE DISC,1,1
ADVENTIS MIDWEST HEALTH (IL),1,1
ADVENTIST HEALTH,1,1
ADVENTIST HEALTH SYSTEM,1,1
ADVENTIST RISK MANAGEMENT EGWP,1,1
ADVICARE ADVOCATE (SC),1,1
ADVOCATE HEALTHCARE (IL),1,1
AECOM TECHNOLOGY COMPANY,1,1
AEGON USA LLC,1,1
AEROJET ROCKETDYNE HOLDINGS,1,1
AETNA BETTER HEALTH (CA),1,1
AETNA BETTER HEALTH CHIP (PA),1,1
AETNA BETTER HEALTH FIDA (NY),1,1
AETNA BETTER HEALTH (FL),1,1
AETNA BETTER HEALTH (IL),1,1
AETNA BETTER HEALTH (KY),1,1
AETNA BETTER HEALTH (LA),1,1
AETNA BETTER HEALTH (MD),1,1
AETNA BETTER HEALTH (MI),1,1
AETNA BETTER HEALTH (MO),1,1
AETNA BETTER HEALTH (NE),1,1
AETNA BETTER HEALTH (NJ),1,1
AETNA BETTER HEALTH (NV),1,1
AETNA BETTER HEALTH (OH),1,1
AETNA BETTER HEALTH (PA),1,1
AETNA BETTER HEALTH PCO (PA),1,1
AETNA BETTER HEALTH PREMIER (IL),1,1
AETNA BETTER HEALTH PREMIER (MI),1,1
AETNA BETTER HEALTH (TX),1,1
AETNA BETTER HEALTH (VA),1,1
AETNA BETTER HEALTH (WV),1,1
AETNA BETTER HLTH CCC PLS (VA),1,1
AETNA FEHBP DC METRO,1,1
AETNA INC-(AK) ALASKA PPO,1,1
AETNA INC-(AL) BIRMNG PPO,1,1
AETNA INC-(AL) MOBILE PPO,1,1
AETNA INC-(AR) AR PPO,1,1
AETNA INC (AZ) ARIZONA,1,1
AETNA INC.-(CA) BPS HEALTH,1,1
AETNA INC -(CA) CA HMO,1,1
AETNA INC.-(CA) CA PPO,1,1
AETNA INC-(CO) COLORADO,1,1
AETNA INC-(CT) CT,1,1
AETNA INC-(DE) DELAWARE,1,1
AETNA INC-(FL) BREVARD,1,1
AETNA INC-(FL) FT MYERS,1,1
AETNA INC-(FL) JACKSONVLL,1,1
AETNA INC-(FL) ORLANDO,1,1
AETNA INC-(FL) S FLORIDA,1,1
AETNA INC (FL) TAMPA,1,1
AETNA INC-(GA),1,1
AETNA INC-(HI) HAWAII PPO,1,1
AETNA INC (IL) CHICAGO,1,1
AETNA INC-(IN) IN PPO,1,1
AETNA INC-(KS) KS CTY PPO,1,1
AETNA INC-(KY) LEXINGTON,1,1
AETNA INC-(KY) LOUISVILLE,1,1
AETNA INC-(LA) LOUISIANA PPO,1,1
AETNA INC-(MA) MASS,1,1
AETNA INC-(MD)BALT/DC/NVA,1,1
AETNA INC-(ME) MAINE,1,1
AETNA INC-(MI) DOW CHEMICAL,1,1
AETNA INC-(MI) MICHIGAN,1,1
AETNA INC-(MI) MI PPO,1,1
AETNA INC-(MN) MN PPO,1,1
AETNA INC-(MO) COLUMBIA,1,1
AETNA INC-(MO)KANSAS CITY,1,1
AETNA INC-(MS) GLFPRT PPO,1,1
AETNA INC-(MT) MT PPO,1,1
AETNA INC-(NC) CHARLOTTE,1,1
AETNA INC-(NC) RALEIGH,1,1
AETNA INC-(NE) OMAHA PPO,1,1
AETNA INC-(NJ) N NJ,1,1
AETNA INC-(NJ) S NJ,1,1
AETNA INC-(NM) NM PPO,1,1
AETNA INC-(NV) LAS VEGAS,1,1
AETNA INC-(NV) RENO,1,1
AETNA INC-(NY) NEW YORK,1,1
AETNA INC-(NY) UPSTATE NY,1,1
AETNA INC-(OH) CENTRAL OH,1,1
AETNA INC (OH) NORTH OH,1,1
AETNA INC-(OH) OH VALLEY,1,1
AETNA INC-(OH) TOLEDO NW,1,1
AETNA INC-(OK) OK CITY,1,1
AETNA INC-(OK) OK PPO,1,1
AETNA INC.-(OK) TULSA,1,1
AETNA INC-(OR) OREGON PPO,1,1
AETNA INC-(PA) BERKS CNTY,1,1
AETNA INC-(PA) NE PA,1,1
AETNA INC-(PA) PITTSBURGH,1,1
AETNA INC-(PA) S CTRL PA,1,1
AETNA INC-(PA) SE PA,1,1
AETNA INC-(PR) PUERTO RICO,1,1
AETNA INC-(RI) RI,1,1
AETNA INC-(SC) CAROLINAS,1,1
AETNA INC-(SD) SD PPO,1,1
AETNA INC (TN) NASHVILLE,1,1
AETNA INC-(TN)TRI-CITIES,1,1
AETNA INC-(TX) AUSTIN,1,1
AETNA INC-(TX) ELPASO,1,1
AETNA INC (TX) HOUSTON,1,1
AETNA INC-(TX) N TEXAS,1,1
AETNA INC-(TX) SAN ANTON,1,1
AETNA INC-UNSPECIFIED,1,1
AETNA INC-(UT) UTAH PPO,1,1
AETNA INC-(VA) N VA,1,1
AETNA INC (VA) RICHMOND,1,1
AETNA INC-(WA) SEATTLE,1,1
AETNA INC-(WI) WI PPO,1,1
AETNA INC-(WV) WV/E OH,1,1
AETNA MDCR PRMR GAP (CA),1,1
AETNA MEDCR RX COSTCO PLUS (CA),1,1
AETNA MEDCR RX COSTCO PLUS (CO),1,1
AETNA MEDCR RX COSTCO PLUS (FL),1,1
AETNA MEDCR RX COSTCO PLUS (IL),1,1
AETNA MEDCR RX COSTCO PLUS (MI),1,1
AETNA MEDCR RX COSTCO PLUS (NV),1,1
AETNA MEDCR RX COSTCO PLUS (NY),1,1
AETNA MEDCR RX COSTCO PLUS (OH),1,1
AETNA MEDCR RX COSTCO PLUS (VA),1,1
AETNA MEDCR RX COSTCO PLUS (WA),1,1
AETNA MEDCR RX ESSENT GENERAL,1,1
AETNA MEDCR RX PLUS (AL),1,1
AETNA MEDCR RX PLUS (AR),1,1
AETNA MEDCR RX PLUS (CT),1,1
AETNA MEDCR RX PLUS (DE),1,1
AETNA MEDCR RX PLUS GENERAL,1,1
AETNA MEDCR RX PLUS (IA),1,1
AETNA MEDCR RX PLUS (IN),1,1
AETNA MEDCR RX PLUS (KY),1,1
AETNA MEDCR RX PLUS (LA),1,1
AETNA MEDCR RX PLUS (MD),1,1
AETNA MEDCR RX PLUS (MO),1,1
AETNA MEDCR RX PLUS (NC),1,1
AETNA MEDCR RX PLUS (ND),1,1
AETNA MEDCR RX PLUS (NE),1,1
AETNA MEDCR RX PLUS (NJ),1,1
AETNA MEDCR RX PLUS (OK),1,1
AETNA MEDCR RX PLUS (PA),1,1
AETNA MEDCR RX PLUS (TN),1,1
AETNA MEDCR RX PLUS (TX),1,1
AETNA MEDCR RX PLUS (WI),1,1
AETNA MEDCR RX PLUS (WV),1,1
AETNA MEDCR RX PREMIER (AL),1,1
AETNA MEDCR RX PREMIER (CA),1,1
AETNA MEDCR RX PREMIER (CT),1,1
AETNA MEDCR RX PREMIER (DC),1,1
AETNA MEDCR RX PREMIER (DE),1,1
AETNA MEDCR RX PREMIER (FL),1,1
AETNA MEDCR RX PREMIER (GA),1,1
AETNA MEDCR RX PREMIER GENERAL,1,1
AETNA MEDCR RX PREMIER (ID),1,1
AETNA MEDCR RX PREMIER (IL),1,1
AETNA MEDCR RX PREMIER (IN),1,1
AETNA MEDCR RX PREMIER (KY),1,1
AETNA MEDCR RX PREMIER (LA),1,1
AETNA MEDCR RX PREMIER (MD),1,1
AETNA MEDCR RX PREMIER (MI),1,1
AETNA MEDCR RX PREMIER (MN),1,1
AETNA MEDCR RX PREMIER (MO),1,1
AETNA MEDCR RX PREMIER (MS),1,1
AETNA MEDCR RX PREMIER (NC),1,1
AETNA MEDCR RX PREMIER (NJ),1,1
AETNA MEDCR RX PREMIER (NY),1,1
AETNA MEDCR RX PREMIER (OH),1,1
AETNA MEDCR RX PREMIER (OR),1,1
AETNA MEDCR RX PREMIER (PA),1,1
AETNA MEDCR RX PREMIER (SC),1,1
AETNA MEDCR RX PREMIER (TN),1,1
AETNA MEDCR RX PREMIER (TX),1,1
AETNA MEDCR RX PREMIER (VA),1,1
AETNA MEDCR RX PREMIER (WA),1,1
AETNA MEDCR RX PREMIER (WI),1,1
AETNA MEDCR RX PREMIER (WV),1,1
AETNA MEDCR RX SAVER (AL),1,1
AETNA MEDCR RX SAVER (AR),1,1
AETNA MEDCR RX SAVER (AZ),1,1
AETNA MEDCR RX SAVER (CA),1,1
AETNA MEDCR RX SAVER (CO),1,1
AETNA MEDCR RX SAVER (CT),1,1
AETNA MEDCR RX SAVER (DC),1,1
AETNA MEDCR RX SAVER (DE),1,1
AETNA MEDCR RX SAVER (FL),1,1
AETNA MEDCR RX SAVER (GA),1,1
AETNA MEDCR RX SAVER (HI),1,1
AETNA MEDCR RX SAVER (IA),1,1
AETNA MEDCR RX SAVER (ID),1,1
AETNA MEDCR RX SAVER (IL),1,1
AETNA MEDCR RX SAVER (IN),1,1
AETNA MEDCR RX SAVER (KS),1,1
AETNA MEDCR RX SAVER (KY),1,1
AETNA MEDCR RX SAVER (LA),1,1
AETNA MEDCR RX SAVER (MA),1,1
AETNA MEDCR RX SAVER (MD),1,1
AETNA MEDCR RX SAVER (ME),1,1
AETNA MEDCR RX SAVER (MI),1,1
AETNA MEDCR RX SAVER (MN),1,1
AETNA MEDCR RX SAVER (MO),1,1
AETNA MEDCR RX SAVER (MS),1,1
AETNA MEDCR RX SAVER (MT),1,1
AETNA MEDCR RX SAVER (NC),1,1
AETNA MEDCR RX SAVER (ND),1,1
AETNA MEDCR RX SAVER (NE),1,1
AETNA MEDCR RX SAVER (NH),1,1
AETNA MEDCR RX SAVER (NJ),1,1
AETNA MEDCR RX SAVER (NM),1,1
AETNA MEDCR RX SAVER (NV),1,1
AETNA MEDCR RX SAVER (NY),1,1
AETNA MEDCR RX SAVER (OH),1,1
AETNA MEDCR RX SAVER (OK),1,1
AETNA MEDCR RX SAVER (OR),1,1
AETNA MEDCR RX SAVER (PA),1,1
AETNA MEDCR RX SAVER (RI),1,1
AETNA MEDCR RX SAVER (SC),1,1
AETNA MEDCR RX SAVER (SD),1,1
AETNA MEDCR RX SAVER (TN),1,1
AETNA MEDCR RX SAVER (TX),1,1
AETNA MEDCR RX SAVER (UT),1,1
AETNA MEDCR RX SAVER (VA),1,1
AETNA MEDCR RX SAVER (VT),1,1
AETNA MEDCR RX SAVER (WA),1,1
AETNA MEDCR RX SAVER (WI),1,1
AETNA MEDCR RX SAVER (WV),1,1
AETNA MEDCR RX SAVER (WY),1,1
AETNA MEDICARE D GENERAL,1,1
AETNA MEDICARE D GENERAL (AK),1,1
AETNA MEDICARE D GENERAL (AL),1,1
AETNA MEDICARE D GENERAL (AR),1,1
AETNA MEDICARE D GENERAL (AZ),1,1
AETNA MEDICARE D GENERAL (CA),1,1
AETNA MEDICARE D GENERAL (CO),1,1
AETNA MEDICARE D GENERAL (CT),1,1
AETNA MEDICARE D GENERAL (DC),1,1
AETNA MEDICARE D GENERAL (DE),1,1
AETNA MEDICARE D GENERAL (FL),1,1
AETNA MEDICARE D GENERAL (GA),1,1
AETNA MEDICARE D GENERAL (HI),1,1
AETNA MEDICARE D GENERAL (IA),1,1
AETNA MEDICARE D GENERAL (ID),1,1
AETNA MEDICARE D GENERAL (IL),1,1
AETNA MEDICARE D GENERAL (IN),1,1
AETNA MEDICARE D GENERAL (KS),1,1
AETNA MEDICARE D GENERAL (KY),1,1
AETNA MEDICARE D GENERAL (LA),1,1
AETNA MEDICARE D GENERAL (MA),1,1
AETNA MEDICARE D GENERAL (MD),1,1
AETNA MEDICARE D GENERAL (ME),1,1
AETNA MEDICARE D GENERAL (MI),1,1
AETNA MEDICARE D GENERAL (MN),1,1
AETNA MEDICARE D GENERAL (MO),1,1
AETNA MEDICARE D GENERAL (MS),1,1
AETNA MEDICARE D GENERAL (MT),1,1
AETNA MEDICARE D GENERAL (NC),1,1
AETNA MEDICARE D GENERAL (ND),1,1
AETNA MEDICARE D GENERAL (NE),1,1
AETNA MEDICARE D GENERAL (NH),1,1
AETNA MEDICARE D GENERAL (NJ),1,1
AETNA MEDICARE D GENERAL (NV),1,1
AETNA MEDICARE D GENERAL (NY),1,1
AETNA MEDICARE D GENERAL (OH),1,1
AETNA MEDICARE D GENERAL (OK),1,1
AETNA MEDICARE D GENERAL (OR),1,1
AETNA MEDICARE D GENERAL (PA),1,1
AETNA MEDICARE D GENERAL (RI),1,1
AETNA MEDICARE D GENERAL (SC),1,1
AETNA MEDICARE D GENERAL (SD),1,1
AETNA MEDICARE D GENERAL (TN),1,1
AETNA MEDICARE D GENERAL (TX),1,1
AETNA MEDICARE D GENERAL (UT),1,1
AETNA MEDICARE D GENERAL (VA),1,1
AETNA MEDICARE D GENERAL (VT),1,1
AETNA MEDICARE D GENERAL (WA),1,1
AETNA MEDICARE D GENERAL (WI),1,1
AETNA MEDICARE D GENERAL (WV),1,1
AETNA MEDICARE D GENERAL (WY),1,1
AETNA MEDICARE PDP GENERAL (AL),1,1
AETNA MEDICARE PDP GENERAL (AZ),1,1
AETNA MEDICARE PDP GENERAL (CA),1,1
AETNA MEDICARE PDP GENERAL (CO),1,1
AETNA MEDICARE PDP GENERAL (CT),1,1
AETNA MEDICARE PDP GENERAL (DC),1,1
AETNA MEDICARE PDP GENERAL (DE),1,1
AETNA MEDICARE PDP GENERAL (FL),1,1
AETNA MEDICARE PDP GENERAL (GA),1,1
AETNA MEDICARE PDP GENERAL (IA),1,1
AETNA MEDICARE PDP GENERAL (IL),1,1
AETNA MEDICARE PDP GENERAL (IN),1,1
AETNA MEDICARE PDP GENERAL (KS),1,1
AETNA MEDICARE PDP GENERAL (KY),1,1
AETNA MEDICARE PDP GENERAL (LA),1,1
AETNA MEDICARE PDP GENERAL (MA),1,1
AETNA MEDICARE PDP GENERAL (MD),1,1
AETNA MEDICARE PDP GENERAL (ME),1,1
AETNA MEDICARE PDP GENERAL (MI),1,1
AETNA MEDICARE PDP GENERAL (MN),1,1
AETNA MEDICARE PDP GENERAL (MO),1,1
AETNA MEDICARE PDP GENERAL (MS),1,1
AETNA MEDICARE PDP GENERAL (MT),1,1
AETNA MEDICARE PDP GENERAL (NC),1,1
AETNA MEDICARE PDP GENERAL (NE),1,1
AETNA MEDICARE PDP GENERAL (NH),1,1
AETNA MEDICARE PDP GENERAL (NJ),1,1
AETNA MEDICARE PDP GENERAL (NM),1,1
AETNA MEDICARE PDP GENERAL (NV),1,1
AETNA MEDICARE PDP GENERAL (NY),1,1
AETNA MEDICARE PDP GENERAL (OH),1,1
AETNA MEDICARE PDP GENERAL (PA),1,1
AETNA MEDICARE PDP GENERAL (SD),1,1
AETNA MEDICARE PDP GENERAL (TN),1,1
AETNA MEDICARE PDP GENERAL (TX),1,1
AETNA MEDICARE PDP GENERAL (UT),1,1
AETNA MEDICARE PDP GENERAL (VA),1,1
AETNA MEDICARE PDP GENERAL (VT),1,1
AETNA MEDICARE PDP GENERAL (WA),1,1
AETNA MEDICARE PDP GENERAL (WI),1,1
AETNA MYCARE (OH),1,1
AETNA PHARMACY MGT PLAN 0011,1,1
AETNA PHARMACY MGT (PROC-UNSP),1,1
AETNA RX SAVINGS MEDICARE CARD,1,1
AFFILIATED COMPUTER SERVICES/ACS,1,1
AFFINITY/CHILD HLTH PLUS (NY),1,1
AFFINITY ENRICHED HEALTH (NY),1,1
AFFINITY ESSENTIAL PLAN (NY),1,1
AFFINITY HEALTH PLAN (NY),1,1
AFFINITY HIX HMO GNRL,1,1
AFFINITY MEDCR ADV GENERAL (NY),1,1
AFFORDABLE MED SOLUTIONS/AMS,1,1
AFLAC,1,1
AFLCIO,1,1
AFSCME COUNCIL 31 (IL),1,1
AFSCME COUNCIL 8 CARE PLAN,1,1
AFSCME DC 33 (PA),1,1
AFSCME DC37 HLTH SEC PLAN (NY),1,1
AFSCME DIST 1199J RETIREES (NJ),1,1
AFSCME DISTRICT COUNCIL 47 (PA),1,1
AFSCME LOCAL 1199C (PA),1,1
AFT LOCAL 3 (PA),1,1
AFTRA HEALTH FUND,1,1
AGC GLASS COMPANY,1,1
AGELITY DISC PRESCRIPTN PROGRAM,1,1
AGELITY RX (PROC-UNSP),1,1
AGEWEL NEW YORK FIDA (NY),1,1
AGFIRST FARM CREDIT BANK,1,1
AGL RESOURCES,1,1
AGL RESOURCES EGWP,1,1
AGRI BANK FCB,1,1
AGUA CALIENTE BAND CAHUILLA (CA),1,1
AHCCCS (AZ) UNSPECIFIED,1,1
AHCO PRESCRIPTION PROGRAM,1,1
AHOLD,1,1
AIDS DRUG ASSIST PROGRAM (AK),1,1
AIDS DRUG ASSIST PROGRAM (AL),1,1
AIDS DRUG ASSIST PROGRAM (AR),1,1
AIDS DRUG ASSIST PROGRAM (AZ),1,1
AIDS DRUG ASSIST PROGRAM (CA),1,1
AIDS DRUG ASSIST PROGRAM (CO),1,1
AIDS DRUG ASSIST PROGRAM (CT),1,1
AIDS DRUG ASSIST PROGRAM (DC),1,1
AIDS DRUG ASSIST PROGRAM (DE),1,1
AIDS DRUG ASSIST PROGRAM (FL),1,1
AIDS DRUG ASSIST PROGRAM (GA),1,1
AIDS DRUG ASSIST PROGRAM (HI),1,1
AIDS DRUG ASSIST PROGRAM (IA),1,1
AIDS DRUG ASSIST PROGRAM (ID),1,1
AIDS DRUG ASSIST PROGRAM (IL),1,1
AIDS DRUG ASSIST PROGRAM (IN),1,1
AIDS DRUG ASSIST PROGRAM (KS),1,1
AIDS DRUG ASSIST PROGRAM (KY),1,1
AIDS DRUG ASSIST PROGRAM (LA),1,1
AIDS DRUG ASSIST PROGRAM (MA),1,1
AIDS DRUG ASSIST PROGRAM (MD),1,1
AIDS DRUG ASSIST PROGRAM (ME),1,1
AIDS DRUG ASSIST PROGRAM (MI),1,1
AIDS DRUG ASSIST PROGRAM (MN),1,1
AIDS DRUG ASSIST PROGRAM (MO),1,1
AIDS DRUG ASSIST PROGRAM (MS),1,1
AIDS DRUG ASSIST PROGRAM (NC),1,1
AIDS DRUG ASSIST PROGRAM (ND),1,1
AIDS DRUG ASSIST PROGRAM (NH),1,1
AIDS DRUG ASSIST PROGRAM (NJ),1,1
AIDS DRUG ASSIST PROGRAM (NM),1,1
AIDS DRUG ASSIST PROGRAM (NV),1,1
AIDS DRUG ASSIST PROGRAM (NY),1,1
AIDS DRUG ASSIST PROGRAM (OH),1,1
AIDS DRUG ASSIST PROGRAM (OK),1,1
AIDS DRUG ASSIST PROGRAM (OR),1,1
AIDS DRUG ASSIST PROGRAM (PA),1,1
AIDS DRUG ASSIST PROGRAM (RI),1,1
AIDS DRUG ASSIST PROGRAM (SC),1,1
AIDS DRUG ASSIST PROGRAM (TN),1,1
AIDS DRUG ASSIST PROGRAM (TX),1,1
AIDS DRUG ASSIST PROGRAM UNSPEC,1,1
AIDS DRUG ASSIST PROGRAM (UT),1,1
AIDS DRUG ASSIST PROGRAM (VA),1,1
AIDS DRUG ASSIST PROGRAM (VT),1,1
AIDS DRUG ASSIST PROGRAM (WA),1,1
AIDS DRUG ASSIST PROGRAM (WI),1,1
AIDS DRUG ASSIST PROGRAM (WV),1,1
AIRGAS,1,1
AIR LIQUIDE INC,1,1
AIR METHODS CORP,1,1
AIR TRANS AIRWAYS,1,1
AISD (TX),1,1
AKER SOLUTIONS,1,1
AKRON PUBLIC SCHOOLS (OH),1,1
AK STEEL CORP,1,1
AKZO NOBEL INC,1,1
ALABAMA PERSONAL CHOICE (AL),1,1
ALABAMA RX CARD,1,1
ALACHUA CNTY CHOICE HLT SRV(FL),1,1
ALAGAP DATA SYSTEMS (PROC-UNSP),1,1
ALAMEDA ALLIANCE FOR HEALTH (CA),1,1
ALAMEDA ALLIANCE HEALTHY FAM(CA),1,1
ALAMEDA HEALTH SYSTEM (CA),1,1
ALASCRIPT,1,1
ALASKA AREA NATIVE HLTH SVC (AK),1,1
ALASKACARE HEALTH PLAN UNSP,1,1
ALASKACARE HLTH PLN (AK),1,1
ALASKACARE RETIREES (AK),1,1
ALASKA RX CARD,1,1
ALBERT EINSTEIN HLTHCR NETWK(PA),1,1
ALBUQUERQUE AREA IHS (NM),1,1
ALBUQUERQUE PUBLIC SCHOOLS (NM),1,1
ALCATEL LUCENT PDP,1,1
ALCOA INC,1,1
ALCOA RETIREES,1,1
ALCON,1,1
ALDINE INDEPENDENT SCH DIST (TX),1,1
ALERIS INC,1,1
ALFA INSURANCE,1,1
ALIEF IND SCHOOL DISTRICT (TX),1,1
ALIGNMENT CALPLUS (CA),1,1
ALIGNMENT HLTH MED ADV GNRL (CA),1,1
ALIGNMENT MY CHOICE (CA),1,1
ALIGNMENT PLATINUM (CA),1,1
ALLCARE ADV GOLD PLUS RX (OR),1,1
ALLCARE CCO (OR),1,1
ALLEGANY CATTARAUGUS SCHLS (NY),1,1
ALLEGHENY TECHNOLOGIES INC,1,1
ALLEGIANCE BENEFIT PLAN MGT,1,1
ALLEGIAN HEALTH PLAN (TX),1,1
ALLEN COUNTY (IN),1,1
ALLIANCE BENEFITS UNSPEC,1,1
ALLIANCE COMPLETECARE (CA),1,1
ALLIANCE GROUP CARE (CA),1,1
ALLIANCE MDCR RX PDP GNRL (MI),1,1
ALLIANCE MEDICARE RX OPT 1 (MI),1,1
ALLIANCE PPO (MO),1,1
ALLIANT ENERGY,1,1
ALLIANT HEALTH PLAN (GA),1,1
ALLIANT HEALTH PLAN PPO (GA),1,1
ALLIANT HEALTH PLANS UNSP,1,1
ALLIANT HP HIX PPO GNRL (GA),1,1
ALLIED BENEFIT SYSTEMS-ESI (IL),1,1
ALLIED BENEFIT SYSTEMS-WHI (IL),1,1
ALLIED RETIREES ASSOCIATES,1,1
ALLINA HEALTH (MN),1,1
ALLISON TRANSMISSIONS,1,1
ALL OTHER THIRD PARTY,1,1
ALLSTATE CORPORATION,1,1
ALLTEL CORP,1,1
ALLWELL DUAL MDCR (OH),1,1
ALLWELL DUAL MDCR (WI),1,1
ALLWELL DUAL MEDICARE (GA),1,1
ALLWELL DUAL MEDICARE GAP (FL),1,1
ALLWELL MED SNP GNRL (FL),1,1
ALLWIN DATA SVCS/ERX PLAN 0002,1,1
ALLWIN DATA SVCS/ERX PLAN 0007,1,1
ALLWIN DATA SVCS/ERX PLAN 0008,1,1
ALLWIN DATA SVCS/ERX PLAN 0011,1,1
ALLWIN DATA SVCS/ERX PLAN 0012,1,1
ALLWIN DATA SVCS/ERX PLAN 0013,1,1
ALLWIN DATA SVCS/ERX PLAN 0014,1,1
ALLWIN DATA SVCS/ERX (PROC-UNSP),1,1
ALOHA CARE ADVANTAGE PLUS (HI),1,1
ALOHA CARE (HI),1,1
ALOHA CARE MED ADV GENERAL (HI),1,1
ALORICA,1,1
ALPHACARE MED ADV GNRL (NY),1,1
ALPHACARE RENEW (NY),1,1
ALPHACARE SIGNATURE FIDA (NY),1,1
ALPHACARE TOTAL (NY),1,1
ALPHA NATURAL RESOURCES,1,1
ALPHA SCRIP INC (PROC-UNSP),1,1
ALPHASCRIP INC VOUCHER PROGRAM,1,1
ALRO STEEL,1,1
ALSTOM,1,1
ALTEC INDUSTRIES,1,1
ALTERA CORPORATION,1,1
ALTICE USA,1,1
ALTIUS HEALTH PLAN (UT),1,1
ALUM ROCK UNION ELEM SCHL DIST,1,1
AMAC RX CARD,1,1
AMA INSURANCE SERVICES,1,1
AMARILLO INDEP SCHOOL DIST (TX),1,1
AMARILLO NATIONAL BANK (TX),1,1
AMAZON,1,1
AMBASSADOR PLUS (NC),1,1
AMBASSADOR PLUS (SC),1,1
AMBIEN/SANOFI,1,1
AMCARE HEALTH PLAN TEXAS (TX),1,1
AME BENEFITS DISC CARD,1,1
AMERAPLAN,1,1
AMER CAST IRON PIPE/ACIPO EGWP,1,1
AMEREN CORPORATION,1,1
AMEREN IP,1,1
AMEREN RETIREES EGWP,1,1
AMERIBEN/ IEC GROUP,1,1
AMERICAN ADVANT-MED MCARE DISC,1,1
AMERICAN APPRAISAL (WI),1,1
AMERICAN CANCER SOCIETY,1,1
AMERICAN CAST IRON PIPE/ACIPCO,1,1
AMERICAN CHEMICAL SOCIETY,1,1
AMERICAN CONSULTANTS RX,1,1
AMERICAN COUNCIL ENGNRNG CO/ACEC,1,1
AMERICAN EAGLE OUTFITTERS,1,1
AMERICAN ELECTRIC POWER,1,1
AMERICAN ELECTRIC POWER RETIREES,1,1
AMERICAN EXPRESS,1,1
AMERICAN FAMILY INSURANCE,1,1
AMERICAN FEDERATION OF GOV EMP,1,1
AMERICAN GREETINGS,1,1
AMERICAN HEALTH CARE MED D GEN,1,1
AMERICAN HEALTHCARE PARTNERSHIP,1,1
AMERICAN HEALTH DATA INSTITUTE,1,1
AMERICAN HLTHCARE PLAN 0002,1,1
AMERICAN HLTHCARE PLAN 0003,1,1
AMERICAN HLTHCARE PLAN 0004,1,1
AMERICAN HLTHCARE PLAN 0005,1,1
AMERICAN HLTHCARE PLAN 0006,1,1
AMERICAN HLTHCARE PLAN 0007,1,1
AMERICAN HLTHCARE PLAN 0008,1,1
AMERICAN HLTHCARE PLAN 0009,1,1
AMERICAN HLTHCARE PLAN 0010,1,1
AMERICAN HLTHCARE PLAN 0011,1,1
AMERICAN HLTHCARE PLAN 0012,1,1
AMERICAN HLTHCARE PLAN 0013,1,1
AMERICAN HLTHCARE PLAN 0014,1,1
AMERICAN HLTHCARE PLAN 0015,1,1
AMERICAN HLTHCARE PLAN 0016,1,1
AMERICAN HLTHCARE PLAN 0017,1,1
AMERICAN HLTHCARE PLAN 0019,1,1
AMERICAN HLTHCARE PLAN 0020,1,1
AMERICAN HLTHCARE PLAN 0021,1,1
AMERICAN HLTHCARE PLAN 0022,1,1
AMERICAN HLTHCARE PLAN 0023,1,1
AMERICAN HLTHCARE PLAN 0024,1,1
AMERICAN HLTHCARE PLAN 0025,1,1
AMERICAN HLTHCARE PLAN 0028,1,1
AMERICAN HLTHCARE PLAN 0029,1,1
AMERICAN HLTHCARE PLAN 0030,1,1
AMERICAN HLTHCARE PLAN 0031,1,1
AMERICAN HLTHCARE PLAN 0032,1,1
AMERICAN HLTHCARE PLAN 0033,1,1
AMERICAN HLTHCARE PLAN 0034,1,1
AMERICAN HLTHCARE PLAN 0035,1,1
AMERICAN HLTHCARE PLAN 0036,1,1
AMERICAN HLTHCARE PLAN 0037,1,1
AMERICAN HLTHCARE PLAN 0038,1,1
AMERICAN HLTHCARE PLAN 0040,1,1
AMERICAN HLTHCARE (PROC-UNSP),1,1
AMERICAN HMO (IL),1,1
AMERICAN HOME MORTGAGE INVST CRP,1,1
AMERICAN INDIAN HEALTH PROG(NY),1,1
